log_id,product_id,change_quantity,log_type,log_date
LOG007670,PROD0425,34,Return,2025-11-23
LOG007671,PROD0438,48,Stock Out,2025-01-11
LOG007672,PROD0268,31,Stock Out,2025-10-11
LOG007673,PROD0474,21,Return,2025-06-11
LOG007674,PROD0469,12,Stock In,2025-07-01
LOG007675,PROD0343,44,Return,2025-04-25
LOG007676,PROD0435,34,Stock Out,2025-05-13
LOG007677,PROD0303,32,Stock Out,2025-01-07
LOG007678,PROD0174,33,Stock In,2025-09-17
LOG007679,PROD0129,31,Return,2025-04-19
LOG007680,PROD0255,18,Return,2025-06-26
LOG007681,PROD0229,31,Stock Out,2025-11-15
LOG007682,PROD0370,13,Stock In,2025-08-27
LOG007683,PROD0040,10,Return,2025-09-12
LOG007684,PROD0331,25,Stock In,2025-06-12
LOG007685,PROD0198,17,Return,2025-01-10
LOG007686,PROD0500,13,Stock Out,2026-02-03
LOG007687,PROD0397,23,Return,2025-08-15
LOG007688,PROD0017,15,Stock In,2025-10-26
LOG007689,PROD0135,20,Return,2025-04-27
LOG007690,PROD0270,32,Stock Out,2025-07-07
LOG007691,PROD0016,6,Stock Out,2025-07-23
LOG007692,PROD0189,48,Return,2025-10-13
LOG007693,PROD0240,16,Return,2025-06-07
LOG007694,PROD0434,31,Stock In,2025-09-21
LOG007695,PROD0461,44,Return,2025-02-12
LOG007696,PROD0456,39,Stock In,2025-04-26
LOG007697,PROD0489,6,Stock Out,2025-12-21
LOG007698,PROD0121,42,Stock Out,2025-05-30
LOG007699,PROD0168,21,Return,2026-01-12
LOG007700,PROD0279,8,Return,2025-06-25
LOG007701,PROD0257,43,Return,2025-11-08
LOG007702,PROD0135,7,Return,2025-09-10
LOG007703,PROD0136,12,Stock In,2025-03-17
LOG007704,PROD0177,20,Return,2025-08-04
LOG007705,PROD0136,26,Return,2025-06-20
LOG007706,PROD0285,15,Stock In,2026-01-07
LOG007707,PROD0064,23,Stock Out,2025-03-11
LOG007708,PROD0065,45,Stock Out,2025-05-08
LOG007709,PROD0160,15,Return,2025-05-27
LOG007710,PROD0208,7,Stock Out,2025-04-22
LOG007711,PROD0049,17,Stock In,2025-11-13
LOG007712,PROD0344,46,Stock In,2025-11-02
LOG007713,PROD0416,47,Stock Out,2025-04-04
LOG007714,PROD0401,32,Stock Out,2025-11-20
LOG007715,PROD0167,4,Stock Out,2025-07-08
LOG007716,PROD0236,44,Stock Out,2025-06-07
LOG007717,PROD0024,19,Stock Out,2025-05-10
LOG007718,PROD0300,12,Stock Out,2025-11-11
LOG007719,PROD0274,42,Return,2025-12-09
LOG007720,PROD0068,19,Return,2025-04-19
LOG007721,PROD0244,37,Return,2025-03-04
LOG007722,PROD0068,40,Return,2025-09-01
LOG007723,PROD0291,49,Return,2025-06-13
LOG007724,PROD0004,13,Stock Out,2025-01-20
LOG007725,PROD0270,6,Return,2025-09-18
LOG007726,PROD0291,31,Return,2025-04-07
LOG007727,PROD0088,35,Stock Out,2025-02-23
LOG007728,PROD0302,4,Return,2025-03-14
LOG007729,PROD0016,1,Return,2025-12-27
LOG007730,PROD0109,7,Stock Out,2025-08-11
LOG007731,PROD0062,15,Stock In,2025-03-27
LOG007732,PROD0387,14,Return,2025-04-22
LOG007733,PROD0282,33,Stock Out,2025-01-16
LOG007734,PROD0275,6,Return,2025-11-16
LOG007735,PROD0055,24,Stock Out,2025-08-17
LOG007736,PROD0097,39,Stock In,2025-07-17
LOG007737,PROD0185,5,Return,2025-01-26
LOG007738,PROD0187,2,Stock In,2025-07-21
LOG007739,PROD0394,28,Return,2025-10-17
LOG007740,PROD0391,27,Stock Out,2025-03-16
LOG007741,PROD0485,35,Return,2025-05-12
LOG007742,PROD0278,20,Stock Out,2025-03-31
LOG007743,PROD0334,19,Stock Out,2025-08-16
LOG007744,PROD0431,45,Stock Out,2025-10-16
LOG007745,PROD0049,35,Return,2025-02-05
LOG007746,PROD0011,5,Return,2025-10-24
LOG007747,PROD0352,8,Stock In,2025-03-06
LOG007748,PROD0347,29,Stock Out,2025-12-07
LOG007749,PROD0414,40,Stock Out,2025-06-15
LOG007750,PROD0115,5,Stock In,2025-02-24
LOG007751,PROD0394,29,Return,2025-07-07
LOG007752,PROD0292,9,Stock In,2026-01-08
LOG007753,PROD0029,3,Stock Out,2025-06-22
LOG007754,PROD0442,12,Stock Out,2025-12-01
LOG007755,PROD0427,38,Stock Out,2025-10-02
LOG007756,PROD0459,9,Stock In,2025-11-21
LOG007757,PROD0295,32,Stock Out,2025-04-01
LOG007758,PROD0275,41,Stock In,2025-09-27
LOG007759,PROD0272,44,Stock In,2026-01-30
LOG007760,PROD0002,23,Return,2025-02-22
LOG007761,PROD0367,38,Stock Out,2025-06-13
LOG007762,PROD0119,27,Stock Out,2025-07-05
LOG007763,PROD0088,3,Stock Out,2025-06-28
LOG007764,PROD0403,9,Stock Out,2025-09-02
LOG007765,PROD0328,19,Stock In,2025-03-09
LOG007766,PROD0184,24,Stock Out,2025-01-03
LOG007767,PROD0455,4,Stock Out,2025-07-16
LOG007768,PROD0152,15,Stock In,2025-11-20
LOG007769,PROD0490,41,Return,2025-04-04
LOG007770,PROD0085,33,Stock In,2025-10-05
LOG007771,PROD0259,39,Stock Out,2026-01-19
LOG007772,PROD0220,48,Stock In,2026-01-26
LOG007773,PROD0390,50,Return,2025-02-01
LOG007774,PROD0382,23,Stock Out,2025-09-01
LOG007775,PROD0154,12,Stock Out,2025-04-25
LOG007776,PROD0328,3,Return,2025-09-18
LOG007777,PROD0350,29,Stock Out,2025-07-19
LOG007778,PROD0448,47,Stock Out,2025-03-14
LOG007779,PROD0136,33,Stock In,2025-02-05
LOG007780,PROD0131,5,Return,2025-06-10
LOG007781,PROD0441,9,Stock Out,2025-03-29
LOG007782,PROD0444,27,Stock Out,2025-05-12
LOG007783,PROD0313,48,Stock Out,2025-09-12
LOG007784,PROD0411,18,Return,2025-12-15
LOG007785,PROD0476,15,Stock In,2025-03-25
LOG007786,PROD0425,13,Stock Out,2025-09-22
LOG007787,PROD0152,24,Return,2025-07-04
LOG007788,PROD0452,31,Stock In,2025-02-06
LOG007789,PROD0248,4,Stock In,2025-03-20
LOG007790,PROD0399,21,Return,2025-10-22
LOG007791,PROD0208,7,Return,2026-02-01
LOG007792,PROD0339,36,Return,2025-12-06
LOG007793,PROD0462,40,Return,2026-01-01
LOG007794,PROD0343,6,Stock Out,2025-12-18
LOG007795,PROD0330,21,Return,2025-12-23
LOG007796,PROD0221,47,Stock Out,2025-11-06
LOG007797,PROD0336,30,Stock Out,2025-12-10
LOG007798,PROD0046,50,Stock Out,2026-01-22
LOG007799,PROD0457,37,Stock Out,2025-12-11
LOG007800,PROD0455,11,Stock In,2025-05-16
LOG007801,PROD0152,16,Return,2025-01-23
LOG007802,PROD0094,8,Return,2025-02-02
LOG007803,PROD0170,48,Return,2026-01-26
LOG007804,PROD0272,38,Stock In,2025-02-17
LOG007805,PROD0170,16,Stock Out,2025-12-16
LOG007806,PROD0249,31,Stock In,2025-05-29
LOG007807,PROD0314,47,Stock Out,2025-07-30
LOG007808,PROD0455,12,Stock Out,2025-08-16
LOG007809,PROD0124,38,Return,2025-02-10
LOG007810,PROD0156,2,Stock In,2025-05-29
LOG007811,PROD0236,30,Stock In,2025-06-05
LOG007812,PROD0028,3,Return,2025-12-18
LOG007813,PROD0296,24,Stock In,2025-04-28
LOG007814,PROD0228,36,Return,2025-05-17
LOG007815,PROD0179,5,Stock Out,2025-04-02
LOG007816,PROD0048,3,Return,2025-06-17
LOG007817,PROD0073,43,Stock Out,2025-07-31
LOG007818,PROD0131,2,Stock Out,2025-01-20
LOG007819,PROD0038,28,Stock Out,2025-02-02
LOG007820,PROD0331,41,Return,2025-11-25
LOG007821,PROD0431,20,Return,2025-06-27
LOG007822,PROD0227,5,Return,2026-01-27
LOG007823,PROD0406,47,Stock In,2025-03-06
LOG007824,PROD0387,36,Stock In,2025-10-23
LOG007825,PROD0311,24,Return,2025-07-13
LOG007826,PROD0159,45,Return,2025-10-26
LOG007827,PROD0091,37,Return,2025-11-10
LOG007828,PROD0421,1,Stock Out,2025-08-23
LOG007829,PROD0148,47,Return,2025-10-01
LOG007830,PROD0171,48,Stock In,2025-02-03
LOG007831,PROD0021,44,Stock In,2025-10-16
LOG007832,PROD0302,15,Return,2025-12-03
LOG007833,PROD0072,50,Stock In,2025-05-07
LOG007834,PROD0024,45,Stock In,2026-01-31
LOG007835,PROD0123,44,Return,2025-05-04
LOG007836,PROD0032,14,Stock In,2025-04-02
LOG007837,PROD0487,11,Return,2025-11-23
LOG007838,PROD0045,3,Stock Out,2026-01-31
LOG007839,PROD0433,12,Stock Out,2025-11-24
LOG007840,PROD0320,13,Return,2025-09-05
LOG007841,PROD0180,31,Stock Out,2025-05-04
LOG007842,PROD0087,34,Stock Out,2025-11-21
LOG007843,PROD0405,28,Stock Out,2025-02-16
LOG007844,PROD0071,16,Return,2025-12-09
LOG007845,PROD0277,1,Stock Out,2025-01-29
LOG007846,PROD0474,8,Stock Out,2025-01-14
LOG007847,PROD0175,19,Stock Out,2025-03-03
LOG007848,PROD0001,12,Stock In,2025-09-15
LOG007849,PROD0375,48,Stock Out,2025-09-12
LOG007850,PROD0355,5,Return,2025-11-12
LOG007851,PROD0076,41,Stock Out,2025-05-10
LOG007852,PROD0402,7,Stock In,2025-01-31
LOG007853,PROD0154,31,Stock Out,2025-02-24
LOG007854,PROD0235,31,Stock In,2025-10-06
LOG007855,PROD0052,46,Stock Out,2025-05-14
LOG007856,PROD0186,14,Stock In,2025-07-22
LOG007857,PROD0086,18,Stock In,2025-09-26
LOG007858,PROD0254,45,Return,2025-09-20
LOG007859,PROD0474,35,Return,2026-01-26
LOG007860,PROD0409,41,Stock In,2025-04-22
LOG007861,PROD0194,33,Stock In,2026-01-31
LOG007862,PROD0126,42,Stock In,2025-06-29
LOG007863,PROD0363,17,Stock In,2025-04-23
LOG007864,PROD0198,48,Stock Out,2025-07-28
LOG007865,PROD0195,40,Return,2025-05-09
LOG007866,PROD0482,22,Stock Out,2025-09-21
LOG007867,PROD0443,18,Stock In,2025-10-12
LOG007868,PROD0269,2,Stock Out,2025-10-07
LOG007869,PROD0419,39,Stock Out,2025-09-10
LOG007870,PROD0248,33,Return,2025-07-17
LOG007871,PROD0013,1,Stock Out,2025-05-04
LOG007872,PROD0300,32,Return,2025-03-22
LOG007873,PROD0283,7,Stock Out,2025-01-15
LOG007874,PROD0300,22,Stock Out,2025-06-13
LOG007875,PROD0006,11,Return,2025-12-28
LOG007876,PROD0147,18,Stock Out,2025-11-23
LOG007877,PROD0182,5,Stock Out,2025-03-12
LOG007878,PROD0022,1,Stock Out,2025-07-31
LOG007879,PROD0277,24,Stock In,2025-09-16
LOG007880,PROD0101,4,Stock In,2025-06-21
LOG007881,PROD0416,17,Return,2026-01-01
LOG007882,PROD0318,29,Return,2025-10-18
LOG007883,PROD0487,42,Return,2026-01-19
LOG007884,PROD0129,18,Stock In,2025-04-04
LOG007885,PROD0424,19,Stock Out,2025-08-07
LOG007886,PROD0242,50,Stock In,2025-08-28
LOG007887,PROD0093,42,Stock In,2025-10-20
LOG007888,PROD0421,8,Stock Out,2025-02-27
LOG007889,PROD0028,1,Return,2025-05-02
LOG007890,PROD0238,30,Return,2025-01-24
LOG007891,PROD0216,45,Stock In,2026-01-26
LOG007892,PROD0295,22,Stock Out,2025-11-14
LOG007893,PROD0187,1,Stock In,2025-11-10
LOG007894,PROD0460,37,Return,2025-07-06
LOG007895,PROD0434,43,Stock Out,2025-08-03
LOG007896,PROD0466,9,Stock In,2025-06-04
LOG007897,PROD0103,1,Stock Out,2025-10-23
LOG007898,PROD0413,27,Stock In,2025-09-08
LOG007899,PROD0443,33,Return,2025-06-21
LOG007900,PROD0205,25,Return,2025-08-08
LOG007901,PROD0278,4,Return,2025-08-15
LOG007902,PROD0404,29,Return,2025-02-20
LOG007903,PROD0315,24,Stock Out,2025-03-03
LOG007904,PROD0078,10,Return,2025-08-16
LOG007905,PROD0096,29,Stock In,2025-07-02
LOG007906,PROD0085,30,Stock Out,2025-03-05
LOG007907,PROD0271,41,Stock Out,2025-07-05
LOG007908,PROD0293,41,Stock Out,2025-03-27
LOG007909,PROD0352,25,Return,2025-10-02
LOG007910,PROD0260,9,Stock Out,2025-03-10
LOG007911,PROD0240,2,Stock Out,2025-03-23
LOG007912,PROD0268,4,Stock Out,2025-01-02
LOG007913,PROD0099,37,Stock In,2025-06-05
LOG007914,PROD0402,3,Return,2025-02-15
LOG007915,PROD0093,4,Return,2025-06-12
LOG007916,PROD0431,16,Stock In,2025-09-23
LOG007917,PROD0197,25,Return,2025-12-03
LOG007918,PROD0297,28,Return,2025-02-16
LOG007919,PROD0246,35,Return,2025-08-24
LOG007920,PROD0023,43,Stock In,2025-11-29
LOG007921,PROD0114,4,Stock In,2025-12-06
LOG007922,PROD0402,12,Return,2025-06-24
LOG007923,PROD0208,31,Stock In,2025-07-31
LOG007924,PROD0239,49,Stock In,2025-01-30
LOG007925,PROD0183,17,Stock Out,2025-11-14
LOG007926,PROD0330,41,Stock Out,2025-02-18
LOG007927,PROD0257,25,Stock Out,2025-09-29
LOG007928,PROD0269,18,Stock Out,2025-11-06
LOG007929,PROD0033,19,Stock Out,2025-05-26
LOG007930,PROD0109,37,Return,2025-08-13
LOG007931,PROD0488,5,Stock Out,2025-08-06
LOG007932,PROD0187,34,Stock Out,2025-08-12
LOG007933,PROD0089,32,Stock In,2025-05-06
LOG007934,PROD0419,28,Stock In,2025-02-22
LOG007935,PROD0282,10,Return,2025-03-26
LOG007936,PROD0346,30,Stock In,2025-10-14
LOG007937,PROD0474,24,Return,2025-07-09
LOG007938,PROD0180,50,Stock Out,2025-01-13
LOG007939,PROD0318,28,Return,2025-07-20
LOG007940,PROD0016,7,Stock In,2026-01-17
LOG007941,PROD0474,46,Return,2025-03-21
LOG007942,PROD0248,49,Stock In,2025-05-16
LOG007943,PROD0214,41,Stock In,2025-04-15
LOG007944,PROD0183,36,Return,2025-10-01
LOG007945,PROD0306,14,Stock In,2025-03-17
LOG007946,PROD0390,34,Return,2025-04-02
LOG007947,PROD0477,17,Stock Out,2025-10-19
LOG007948,PROD0457,17,Stock In,2025-07-21
LOG007949,PROD0183,47,Stock Out,2025-11-21
LOG007950,PROD0163,25,Stock Out,2025-10-06
LOG007951,PROD0290,16,Stock In,2026-01-03
LOG007952,PROD0030,31,Stock In,2025-04-03
LOG007953,PROD0030,27,Return,2025-06-25
LOG007954,PROD0304,25,Stock Out,2025-04-18
LOG007955,PROD0182,35,Stock Out,2025-03-29
LOG007956,PROD0110,35,Stock In,2025-11-28
LOG007957,PROD0297,49,Stock Out,2025-12-29
LOG007958,PROD0363,25,Stock In,2025-08-08
LOG007959,PROD0261,14,Stock Out,2025-07-29
LOG007960,PROD0151,40,Return,2025-07-07
LOG007961,PROD0329,8,Return,2025-05-21
LOG007962,PROD0309,6,Stock In,2025-10-26
LOG007963,PROD0411,12,Return,2025-01-29
LOG007964,PROD0246,8,Return,2025-05-18
LOG007965,PROD0005,17,Return,2025-12-26
LOG007966,PROD0152,42,Stock Out,2025-09-20
LOG007967,PROD0492,42,Stock Out,2025-05-18
LOG007968,PROD0243,19,Stock In,2026-01-30
LOG007969,PROD0471,30,Stock In,2025-05-10
LOG007970,PROD0032,30,Stock In,2025-05-27
LOG007971,PROD0367,24,Stock Out,2025-12-03
LOG007972,PROD0114,11,Stock Out,2025-10-05
LOG007973,PROD0369,43,Return,2025-04-07
LOG007974,PROD0145,4,Stock Out,2025-12-23
LOG007975,PROD0002,19,Stock Out,2025-06-11
LOG007976,PROD0172,30,Return,2025-04-22
LOG007977,PROD0069,43,Stock In,2025-06-05
LOG007978,PROD0351,20,Stock Out,2026-01-18
LOG007979,PROD0499,47,Stock In,2025-06-22
LOG007980,PROD0298,30,Stock In,2025-06-03
LOG007981,PROD0405,4,Return,2025-01-09
LOG007982,PROD0137,15,Return,2025-08-15
LOG007983,PROD0036,12,Stock In,2025-02-22
LOG007984,PROD0298,19,Return,2025-12-22
LOG007985,PROD0057,9,Stock In,2025-04-22
LOG007986,PROD0413,28,Return,2025-03-07
LOG007987,PROD0436,19,Stock Out,2025-01-29
LOG007988,PROD0493,46,Return,2025-10-18
LOG007989,PROD0145,44,Stock Out,2025-05-17
LOG007990,PROD0477,18,Stock In,2025-02-05
LOG007991,PROD0171,47,Stock In,2025-02-04
LOG007992,PROD0481,34,Stock In,2025-09-13
LOG007993,PROD0275,32,Stock In,2025-07-18
LOG007994,PROD0413,42,Stock Out,2025-03-28
LOG007995,PROD0318,28,Return,2025-04-10
LOG007996,PROD0090,50,Stock Out,2025-04-05
LOG007997,PROD0320,44,Stock In,2025-01-31
LOG007998,PROD0232,37,Stock In,2025-11-02
LOG007999,PROD0016,46,Stock In,2025-01-29
LOG008000,PROD0330,25,Stock In,2025-09-18
LOG008001,PROD0276,18,Return,2025-12-17
LOG008002,PROD0433,31,Stock In,2025-09-12
LOG008003,PROD0402,27,Return,2025-10-02
LOG008004,PROD0087,36,Return,2025-01-20
LOG008005,PROD0330,14,Stock In,2025-09-11
LOG008006,PROD0475,26,Return,2026-02-03
LOG008007,PROD0361,9,Return,2025-06-10
LOG008008,PROD0017,27,Stock In,2025-09-19
LOG008009,PROD0447,50,Return,2025-10-01
LOG008010,PROD0209,20,Stock Out,2025-02-04
LOG008011,PROD0401,6,Return,2025-07-04
LOG008012,PROD0484,50,Stock In,2025-09-09
LOG008013,PROD0288,20,Stock In,2025-12-03
LOG008014,PROD0018,5,Stock Out,2025-11-09
LOG008015,PROD0266,12,Stock In,2026-01-05
LOG008016,PROD0496,17,Return,2025-11-12
LOG008017,PROD0410,28,Stock Out,2025-08-31
LOG008018,PROD0208,29,Stock In,2025-08-12
LOG008019,PROD0396,25,Return,2026-01-10
LOG008020,PROD0493,44,Stock In,2025-01-29
LOG008021,PROD0110,22,Stock In,2026-01-12
LOG008022,PROD0201,16,Stock In,2025-06-21
LOG008023,PROD0480,23,Stock Out,2025-03-13
LOG008024,PROD0219,35,Return,2025-01-19
LOG008025,PROD0081,38,Stock In,2025-01-03
LOG008026,PROD0365,14,Stock In,2025-05-26
LOG008027,PROD0331,34,Stock Out,2025-07-23
LOG008028,PROD0063,38,Stock In,2025-02-11
LOG008029,PROD0119,40,Stock In,2025-08-26
LOG008030,PROD0362,1,Stock Out,2025-12-09
LOG008031,PROD0490,46,Stock Out,2025-09-08
LOG008032,PROD0056,10,Stock In,2025-08-10
LOG008033,PROD0118,24,Stock In,2025-07-13
LOG008034,PROD0021,46,Stock Out,2025-09-19
LOG008035,PROD0234,47,Return,2025-06-15
LOG008036,PROD0040,18,Stock In,2025-10-01
LOG008037,PROD0383,4,Return,2025-05-22
LOG008038,PROD0209,18,Stock Out,2025-03-28
LOG008039,PROD0305,14,Return,2025-12-08
LOG008040,PROD0183,32,Stock Out,2025-06-26
LOG008041,PROD0084,36,Return,2025-07-09
LOG008042,PROD0037,45,Stock In,2026-01-18
LOG008043,PROD0181,37,Stock In,2025-02-13
LOG008044,PROD0204,50,Stock Out,2025-10-02
LOG008045,PROD0352,20,Return,2025-10-24
LOG008046,PROD0013,12,Stock In,2025-04-08
LOG008047,PROD0457,1,Stock In,2025-02-28
LOG008048,PROD0468,29,Return,2025-05-06
LOG008049,PROD0180,26,Stock In,2025-02-28
LOG008050,PROD0196,3,Stock Out,2025-09-16
LOG008051,PROD0297,17,Stock Out,2025-12-05
LOG008052,PROD0274,40,Return,2025-05-18
LOG008053,PROD0242,30,Return,2025-02-25
LOG008054,PROD0118,34,Stock Out,2025-12-31
LOG008055,PROD0170,43,Stock In,2025-08-22
LOG008056,PROD0341,13,Return,2025-10-06
LOG008057,PROD0071,26,Return,2025-12-22
LOG008058,PROD0210,10,Stock Out,2025-04-12
LOG008059,PROD0289,25,Return,2025-04-20
LOG008060,PROD0032,31,Return,2025-12-20
LOG008061,PROD0290,18,Stock In,2025-08-13
LOG008062,PROD0448,41,Return,2025-01-09
LOG008063,PROD0022,24,Stock In,2025-07-25
LOG008064,PROD0036,48,Return,2025-08-04
LOG008065,PROD0156,24,Stock Out,2026-01-10
LOG008066,PROD0259,50,Return,2025-03-04
LOG008067,PROD0318,44,Stock Out,2025-02-12
LOG008068,PROD0325,13,Stock Out,2025-06-24
LOG008069,PROD0250,25,Stock In,2025-06-07
LOG008070,PROD0446,16,Return,2025-01-03
LOG008071,PROD0185,45,Stock In,2025-03-09
LOG008072,PROD0152,8,Stock In,2025-04-27
LOG008073,PROD0258,33,Stock In,2025-03-04
LOG008074,PROD0143,10,Stock Out,2025-10-11
LOG008075,PROD0043,44,Stock Out,2025-04-21
LOG008076,PROD0056,17,Stock In,2025-12-21
LOG008077,PROD0301,9,Stock In,2025-10-03
LOG008078,PROD0293,23,Stock In,2025-02-11
LOG008079,PROD0147,49,Return,2025-06-05
LOG008080,PROD0417,49,Stock Out,2025-09-26
LOG008081,PROD0391,34,Stock Out,2025-07-04
LOG008082,PROD0251,43,Stock In,2025-06-04
LOG008083,PROD0171,4,Stock In,2026-01-30
LOG008084,PROD0406,48,Return,2025-08-29
LOG008085,PROD0224,24,Return,2025-01-07
LOG008086,PROD0462,22,Return,2025-11-13
LOG008087,PROD0118,10,Return,2025-12-19
LOG008088,PROD0364,28,Stock Out,2025-02-14
LOG008089,PROD0446,47,Stock Out,2025-03-25
LOG008090,PROD0122,5,Stock Out,2025-10-04
LOG008091,PROD0264,6,Stock In,2026-01-24
LOG008092,PROD0472,17,Stock Out,2025-05-09
LOG008093,PROD0461,13,Return,2025-10-14
LOG008094,PROD0228,48,Stock In,2025-08-14
LOG008095,PROD0302,49,Stock In,2025-09-20
LOG008096,PROD0117,15,Stock In,2025-09-03
LOG008097,PROD0421,39,Stock Out,2025-08-22
LOG008098,PROD0111,31,Stock Out,2025-06-21
LOG008099,PROD0094,11,Stock In,2025-09-26
LOG008100,PROD0116,21,Return,2026-01-09
LOG008101,PROD0178,24,Stock In,2025-02-15
LOG008102,PROD0208,11,Return,2025-03-27
LOG008103,PROD0316,43,Return,2025-10-11
LOG008104,PROD0298,40,Stock In,2025-03-02
LOG008105,PROD0442,3,Stock In,2025-02-05
LOG008106,PROD0049,26,Return,2025-04-23
LOG008107,PROD0375,2,Stock In,2025-09-13
LOG008108,PROD0387,25,Stock Out,2025-06-09
LOG008109,PROD0027,40,Return,2025-04-18
LOG008110,PROD0233,31,Stock Out,2025-12-16
LOG008111,PROD0054,44,Stock In,2026-01-22
LOG008112,PROD0019,42,Stock In,2025-08-28
LOG008113,PROD0255,45,Stock In,2025-08-17
LOG008114,PROD0078,9,Stock In,2025-02-17
LOG008115,PROD0322,21,Stock Out,2025-06-17
LOG008116,PROD0210,35,Return,2025-05-13
LOG008117,PROD0130,10,Return,2025-02-22
LOG008118,PROD0192,30,Return,2026-01-31
LOG008119,PROD0194,15,Stock Out,2026-01-16
LOG008120,PROD0484,17,Stock In,2025-02-03
LOG008121,PROD0095,2,Return,2025-11-29
LOG008122,PROD0305,3,Stock In,2025-01-16
LOG008123,PROD0086,40,Return,2025-06-28
LOG008124,PROD0388,24,Stock In,2025-11-10
LOG008125,PROD0471,23,Stock In,2025-03-20
LOG008126,PROD0050,5,Return,2025-07-16
LOG008127,PROD0071,24,Return,2025-08-21
LOG008128,PROD0071,4,Stock In,2025-12-01
LOG008129,PROD0042,39,Stock In,2025-09-01
LOG008130,PROD0030,7,Stock Out,2026-01-15
LOG008131,PROD0202,14,Stock In,2025-03-22
LOG008132,PROD0317,49,Return,2025-11-03
LOG008133,PROD0152,7,Stock Out,2025-02-10
LOG008134,PROD0106,35,Return,2025-12-15
LOG008135,PROD0237,9,Return,2025-04-05
LOG008136,PROD0314,1,Return,2025-08-05
LOG008137,PROD0466,34,Return,2025-04-21
LOG008138,PROD0437,5,Return,2025-12-17
LOG008139,PROD0497,49,Stock Out,2025-11-17
LOG008140,PROD0394,13,Return,2026-01-11
LOG008141,PROD0393,35,Stock In,2026-01-09
LOG008142,PROD0195,41,Stock In,2025-08-02
LOG008143,PROD0072,2,Return,2026-01-01
LOG008144,PROD0225,22,Stock In,2026-01-29
LOG008145,PROD0027,18,Stock Out,2025-03-31
LOG008146,PROD0129,25,Stock Out,2025-04-22
LOG008147,PROD0210,22,Stock In,2025-06-21
LOG008148,PROD0139,18,Stock Out,2025-04-01
LOG008149,PROD0456,10,Return,2025-08-25
LOG008150,PROD0267,12,Return,2025-07-31
LOG008151,PROD0251,28,Return,2025-08-29
LOG008152,PROD0265,39,Return,2025-12-24
LOG008153,PROD0414,23,Stock In,2025-05-24
LOG008154,PROD0072,30,Return,2025-03-03
LOG008155,PROD0236,21,Stock In,2025-03-21
LOG008156,PROD0336,28,Stock Out,2025-12-24
LOG008157,PROD0263,44,Return,2025-04-19
LOG008158,PROD0229,48,Stock Out,2025-10-22
LOG008159,PROD0119,21,Return,2025-12-28
LOG008160,PROD0166,31,Stock In,2025-08-28
LOG008161,PROD0424,22,Stock In,2025-10-15
LOG008162,PROD0415,37,Stock Out,2025-05-01
LOG008163,PROD0278,25,Stock Out,2025-03-25
LOG008164,PROD0349,18,Stock In,2025-12-20
LOG008165,PROD0216,38,Stock In,2025-11-01
LOG008166,PROD0489,21,Return,2025-09-20
LOG008167,PROD0183,46,Stock Out,2025-08-25
LOG008168,PROD0358,3,Stock Out,2025-08-02
LOG008169,PROD0284,5,Stock In,2025-01-13
LOG008170,PROD0476,35,Stock In,2025-11-28
LOG008171,PROD0496,22,Stock Out,2025-01-29
LOG008172,PROD0093,50,Stock Out,2026-02-05
LOG008173,PROD0108,16,Stock Out,2025-11-08
LOG008174,PROD0355,47,Stock In,2025-04-02
LOG008175,PROD0193,34,Stock In,2025-08-16
LOG008176,PROD0482,31,Stock Out,2025-06-16
LOG008177,PROD0098,14,Stock In,2025-07-03
LOG008178,PROD0420,31,Stock Out,2025-10-24
LOG008179,PROD0470,25,Return,2025-12-22
LOG008180,PROD0018,14,Return,2025-05-21
LOG008181,PROD0473,30,Return,2025-07-27
LOG008182,PROD0444,40,Stock In,2025-09-06
LOG008183,PROD0213,32,Stock Out,2025-04-04
LOG008184,PROD0067,21,Stock In,2025-07-28
LOG008185,PROD0232,33,Stock In,2025-11-20
LOG008186,PROD0233,30,Stock Out,2025-08-14
LOG008187,PROD0233,14,Return,2025-08-25
LOG008188,PROD0440,46,Return,2025-01-21
LOG008189,PROD0324,23,Return,2026-01-05
LOG008190,PROD0429,11,Stock Out,2025-10-15
LOG008191,PROD0261,30,Return,2025-06-18
LOG008192,PROD0307,39,Return,2025-09-07
LOG008193,PROD0093,19,Return,2025-01-17
LOG008194,PROD0281,4,Stock In,2025-09-11
LOG008195,PROD0101,39,Return,2025-05-11
LOG008196,PROD0288,46,Stock In,2025-08-20
LOG008197,PROD0278,32,Stock Out,2025-10-11
LOG008198,PROD0051,42,Stock Out,2025-12-08
LOG008199,PROD0079,2,Stock In,2025-01-03
LOG008200,PROD0305,40,Stock In,2025-09-01
LOG008201,PROD0275,2,Return,2025-08-30
LOG008202,PROD0446,35,Stock Out,2025-03-23
LOG008203,PROD0162,14,Stock Out,2025-10-25
LOG008204,PROD0199,25,Stock Out,2025-06-29
LOG008205,PROD0072,11,Stock Out,2025-05-23
LOG008206,PROD0123,49,Stock Out,2025-07-05
LOG008207,PROD0051,32,Return,2025-04-03
LOG008208,PROD0375,24,Stock In,2025-05-23
LOG008209,PROD0042,19,Return,2025-02-15
LOG008210,PROD0193,13,Stock Out,2025-09-20
LOG008211,PROD0191,19,Stock Out,2025-11-15
LOG008212,PROD0450,24,Stock Out,2025-01-09
LOG008213,PROD0221,16,Stock Out,2025-07-16
