shipment_id,order_id,tracking_number,carrier,shipment_date
SHP007362,ORD007362,TRK830135780,ExpressBees,2025-11-08
SHP007363,ORD007363,TRK509590315,FedEx,2025-05-27
SHP007364,ORD007364,,,
SHP007365,ORD007365,,,
SHP007366,ORD007366,TRK677996136,BlueDart,2025-06-19
SHP007367,ORD007367,TRK598570705,FedEx,2025-04-27
SHP007368,ORD007368,TRK905934110,ExpressBees,2025-09-24
SHP007369,ORD007369,,,
SHP007370,ORD007370,TRK489102671,FedEx,2025-03-08
SHP007371,ORD007371,TRK614223455,BlueDart,2025-10-14
SHP007372,ORD007372,TRK395561932,BlueDart,2025-01-10
SHP007373,ORD007373,,,
SHP007374,ORD007374,TRK196846431,BlueDart,2025-10-18
SHP007375,ORD007375,TRK282986090,BlueDart,2025-03-05
SHP007376,ORD007376,,,
SHP007377,ORD007377,TRK286495849,FedEx,2025-10-10
SHP007378,ORD007378,TRK866781263,FedEx,2025-11-04
SHP007379,ORD007379,TRK645779999,FedEx,2025-07-20
SHP007380,ORD007380,,,
SHP007381,ORD007381,,,
SHP007382,ORD007382,TRK608327429,ExpressBees,2025-07-01
SHP007383,ORD007383,,,
SHP007384,ORD007384,TRK560273652,FedEx,2025-04-20
SHP007385,ORD007385,TRK621493785,BlueDart,2025-05-28
SHP007386,ORD007386,TRK112710292,Delhivery,2025-05-26
SHP007387,ORD007387,TRK828313596,FedEx,2026-01-29
SHP007388,ORD007388,,,
SHP007389,ORD007389,,,
SHP007390,ORD007390,TRK369139235,FedEx,2025-07-29
SHP007391,ORD007391,TRK386714846,ExpressBees,2025-03-23
SHP007392,ORD007392,,,
SHP007393,ORD007393,TRK431044279,Delhivery,2025-11-03
SHP007394,ORD007394,,,
SHP007395,ORD007395,,,
SHP007396,ORD007396,TRK609230297,ExpressBees,2025-03-21
SHP007397,ORD007397,TRK962213425,FedEx,2025-03-08
SHP007398,ORD007398,,,
SHP007399,ORD007399,,,
SHP007400,ORD007400,TRK176272883,BlueDart,2025-09-12
SHP007401,ORD007401,TRK678545315,BlueDart,2025-01-29
SHP007402,ORD007402,,,
SHP007403,ORD007403,TRK515585887,Delhivery,2025-12-28
SHP007404,ORD007404,TRK706394434,BlueDart,2025-07-30
SHP007405,ORD007405,TRK418442603,Delhivery,2025-07-17
SHP007406,ORD007406,TRK808047914,Delhivery,2025-01-09
SHP007407,ORD007407,,,
SHP007408,ORD007408,,,
SHP007409,ORD007409,,,
SHP007410,ORD007410,TRK168292606,ExpressBees,2025-08-07
SHP007411,ORD007411,TRK344242673,BlueDart,2025-03-15
SHP007412,ORD007412,TRK747229346,ExpressBees,2025-06-09
SHP007413,ORD007413,TRK155641388,ExpressBees,2025-10-08
SHP007414,ORD007414,TRK372677625,BlueDart,2025-08-06
SHP007415,ORD007415,TRK139462189,ExpressBees,2025-01-19
SHP007416,ORD007416,,,
SHP007417,ORD007417,,,
SHP007418,ORD007418,,,
SHP007419,ORD007419,TRK679653620,Delhivery,2025-08-21
SHP007420,ORD007420,TRK156137852,Delhivery,2025-11-25
SHP007421,ORD007421,,,
SHP007422,ORD007422,TRK644930423,Delhivery,2026-01-25
SHP007423,ORD007423,,,
SHP007424,ORD007424,TRK537899311,FedEx,2025-07-28
SHP007425,ORD007425,,,
SHP007426,ORD007426,TRK250910956,BlueDart,2025-03-12
SHP007427,ORD007427,TRK865640037,BlueDart,2025-04-13
SHP007428,ORD007428,TRK886168328,FedEx,2025-07-03
SHP007429,ORD007429,TRK659059669,FedEx,2025-02-03
SHP007430,ORD007430,,,
SHP007431,ORD007431,TRK915867391,ExpressBees,2025-09-17
SHP007432,ORD007432,TRK962015704,Delhivery,2025-07-07
SHP007433,ORD007433,TRK867095301,Delhivery,2025-01-17
SHP007434,ORD007434,TRK348570570,Delhivery,2025-02-08
SHP007435,ORD007435,TRK440821448,Delhivery,2025-07-14
SHP007436,ORD007436,TRK881654098,Delhivery,2025-04-13
SHP007437,ORD007437,TRK852194686,Delhivery,2025-12-18
SHP007438,ORD007438,,,
SHP007439,ORD007439,,,
SHP007440,ORD007440,,,
SHP007441,ORD007441,TRK451735987,Delhivery,2025-05-01
SHP007442,ORD007442,TRK781145743,ExpressBees,2025-12-17
SHP007443,ORD007443,TRK617134003,BlueDart,2026-01-08
SHP007444,ORD007444,,,
SHP007445,ORD007445,TRK208444510,BlueDart,2025-02-18
SHP007446,ORD007446,TRK402464409,ExpressBees,2025-08-07
SHP007447,ORD007447,TRK297609936,FedEx,2025-09-15
SHP007448,ORD007448,,,
SHP007449,ORD007449,,,
SHP007450,ORD007450,TRK601317971,FedEx,2025-08-06
SHP007451,ORD007451,TRK133907206,Delhivery,2025-01-30
SHP007452,ORD007452,TRK729949685,ExpressBees,2025-06-28
SHP007453,ORD007453,TRK333964031,Delhivery,2025-09-30
SHP007454,ORD007454,TRK190035526,Delhivery,2025-08-16
SHP007455,ORD007455,TRK739506548,BlueDart,2025-10-22
SHP007456,ORD007456,TRK189356335,BlueDart,2025-02-02
SHP007457,ORD007457,TRK880558753,Delhivery,2025-07-13
SHP007458,ORD007458,TRK296191549,FedEx,2025-03-10
SHP007459,ORD007459,TRK857069969,Delhivery,2025-04-05
SHP007460,ORD007460,TRK168570496,Delhivery,2025-05-12
SHP007461,ORD007461,,,
SHP007462,ORD007462,TRK261711132,FedEx,2025-02-11
SHP007463,ORD007463,TRK460201796,Delhivery,2025-04-21
SHP007464,ORD007464,,,
SHP007465,ORD007465,TRK943802186,BlueDart,2025-11-02
SHP007466,ORD007466,,,
SHP007467,ORD007467,TRK804268283,ExpressBees,2025-06-09
SHP007468,ORD007468,TRK725814008,BlueDart,2025-08-18
SHP007469,ORD007469,TRK975874514,FedEx,2025-10-21
SHP007470,ORD007470,TRK459691698,FedEx,2025-05-17
SHP007471,ORD007471,,,
SHP007472,ORD007472,TRK346066002,ExpressBees,2026-01-01
SHP007473,ORD007473,TRK459740085,ExpressBees,2025-07-14
SHP007474,ORD007474,TRK330242488,Delhivery,2025-05-18
SHP007475,ORD007475,TRK775207811,ExpressBees,2026-01-11
SHP007476,ORD007476,TRK244662484,FedEx,2026-01-19
SHP007477,ORD007477,TRK872591657,ExpressBees,2025-07-09
SHP007478,ORD007478,TRK409436673,Delhivery,2025-04-22
SHP007479,ORD007479,TRK228076054,BlueDart,2025-02-21
SHP007480,ORD007480,TRK276692283,Delhivery,2025-12-16
SHP007481,ORD007481,TRK555323396,Delhivery,2025-06-15
SHP007482,ORD007482,TRK545061864,FedEx,2025-12-25
SHP007483,ORD007483,TRK532880346,FedEx,2025-08-30
SHP007484,ORD007484,TRK848242958,ExpressBees,2025-10-27
SHP007485,ORD007485,TRK290940156,ExpressBees,2025-01-30
SHP007486,ORD007486,TRK805503342,BlueDart,2025-06-15
SHP007487,ORD007487,,,
SHP007488,ORD007488,TRK148638874,FedEx,2025-08-27
SHP007489,ORD007489,TRK557121321,ExpressBees,2025-03-08
SHP007490,ORD007490,TRK703055516,ExpressBees,2025-10-23
SHP007491,ORD007491,TRK450597631,Delhivery,2026-01-15
SHP007492,ORD007492,TRK520936134,Delhivery,2025-02-11
SHP007493,ORD007493,TRK542827648,BlueDart,2026-01-25
SHP007494,ORD007494,,,
SHP007495,ORD007495,,,
SHP007496,ORD007496,TRK939844221,Delhivery,2025-11-26
SHP007497,ORD007497,,,
SHP007498,ORD007498,,,
SHP007499,ORD007499,TRK914446971,BlueDart,2025-07-26
SHP007500,ORD007500,,,
SHP007501,ORD007501,TRK916871054,Delhivery,2026-01-19
SHP007502,ORD007502,TRK146658951,ExpressBees,2025-06-06
SHP007503,ORD007503,,,
SHP007504,ORD007504,,,
SHP007505,ORD007505,TRK907931764,BlueDart,2025-10-26
SHP007506,ORD007506,TRK758645439,BlueDart,2025-04-22
SHP007507,ORD007507,TRK103790239,Delhivery,2025-08-09
SHP007508,ORD007508,TRK860247179,Delhivery,2025-06-20
SHP007509,ORD007509,TRK263483649,ExpressBees,2025-07-19
SHP007510,ORD007510,,,
SHP007511,ORD007511,TRK653003698,FedEx,2025-10-12
SHP007512,ORD007512,TRK688457035,BlueDart,2025-05-03
SHP007513,ORD007513,TRK455652757,Delhivery,2025-04-12
SHP007514,ORD007514,TRK954000251,BlueDart,2025-06-18
SHP007515,ORD007515,TRK426146245,ExpressBees,2026-01-02
SHP007516,ORD007516,,,
SHP007517,ORD007517,,,
SHP007518,ORD007518,TRK173685120,FedEx,2025-05-19
SHP007519,ORD007519,,,
SHP007520,ORD007520,,,
SHP007521,ORD007521,,,
SHP007522,ORD007522,TRK175018470,ExpressBees,2025-08-25
SHP007523,ORD007523,TRK995417504,FedEx,2025-07-25
SHP007524,ORD007524,TRK182830259,Delhivery,2025-10-09
SHP007525,ORD007525,TRK867870800,FedEx,2025-01-06
SHP007526,ORD007526,TRK227793144,BlueDart,2025-07-13
SHP007527,ORD007527,TRK783273516,BlueDart,2025-12-20
SHP007528,ORD007528,,,
SHP007529,ORD007529,,,
SHP007530,ORD007530,TRK241329307,FedEx,2026-02-01
SHP007531,ORD007531,TRK130936646,ExpressBees,2025-04-07
SHP007532,ORD007532,,,
SHP007533,ORD007533,TRK196493662,ExpressBees,2026-01-19
SHP007534,ORD007534,TRK485213617,FedEx,2025-12-23
SHP007535,ORD007535,TRK136218649,BlueDart,2025-09-05
SHP007536,ORD007536,TRK266113796,FedEx,2025-09-03
SHP007537,ORD007537,TRK939302442,BlueDart,2026-01-13
SHP007538,ORD007538,TRK503543736,Delhivery,2025-02-17
SHP007539,ORD007539,,,
SHP007540,ORD007540,TRK196575853,BlueDart,2025-05-18
SHP007541,ORD007541,TRK460005025,ExpressBees,2025-05-09
SHP007542,ORD007542,TRK496701084,FedEx,2025-01-07
SHP007543,ORD007543,TRK952570139,FedEx,2025-11-26
SHP007544,ORD007544,TRK373041090,Delhivery,2025-02-23
SHP007545,ORD007545,,,
SHP007546,ORD007546,TRK873540911,BlueDart,2025-04-09
SHP007547,ORD007547,TRK262436696,FedEx,2025-03-26
SHP007548,ORD007548,TRK597900684,BlueDart,2025-01-16
SHP007549,ORD007549,TRK842059014,FedEx,2025-11-08
SHP007550,ORD007550,TRK578922243,BlueDart,2025-07-06
SHP007551,ORD007551,TRK820073230,ExpressBees,2025-08-13
SHP007552,ORD007552,,,
SHP007553,ORD007553,,,
SHP007554,ORD007554,,,
SHP007555,ORD007555,TRK197847629,ExpressBees,2025-04-11
SHP007556,ORD007556,TRK793225675,Delhivery,2025-03-17
SHP007557,ORD007557,TRK393089755,ExpressBees,2025-12-21
SHP007558,ORD007558,,,
SHP007559,ORD007559,TRK169383956,BlueDart,2025-11-07
SHP007560,ORD007560,TRK155614450,BlueDart,2025-12-26
SHP007561,ORD007561,TRK434572536,FedEx,2025-09-05
SHP007562,ORD007562,TRK484233346,FedEx,2025-04-20
SHP007563,ORD007563,,,
SHP007564,ORD007564,,,
SHP007565,ORD007565,,,
SHP007566,ORD007566,TRK246453026,BlueDart,2025-10-18
SHP007567,ORD007567,TRK659896260,Delhivery,2025-07-28
SHP007568,ORD007568,,,
SHP007569,ORD007569,TRK675659505,BlueDart,2025-05-15
SHP007570,ORD007570,TRK606504375,Delhivery,2025-01-24
SHP007571,ORD007571,TRK536241707,Delhivery,2025-04-07
SHP007572,ORD007572,,,
SHP007573,ORD007573,TRK411636005,FedEx,2025-03-12
SHP007574,ORD007574,,,
SHP007575,ORD007575,,,
SHP007576,ORD007576,TRK885032397,Delhivery,2026-01-27
SHP007577,ORD007577,TRK563629437,FedEx,2025-03-26
SHP007578,ORD007578,,,
SHP007579,ORD007579,TRK644367842,FedEx,2025-08-27
SHP007580,ORD007580,,,
SHP007581,ORD007581,,,
SHP007582,ORD007582,TRK648569429,FedEx,2025-11-02
SHP007583,ORD007583,TRK122968306,FedEx,2025-12-03
SHP007584,ORD007584,,,
SHP007585,ORD007585,TRK965652487,Delhivery,2025-05-15
SHP007586,ORD007586,TRK763885167,ExpressBees,2025-03-28
SHP007587,ORD007587,,,
SHP007588,ORD007588,TRK127182882,Delhivery,2025-09-02
SHP007589,ORD007589,TRK860032495,BlueDart,2025-05-05
SHP007590,ORD007590,TRK832803114,FedEx,2025-11-18
SHP007591,ORD007591,,,
SHP007592,ORD007592,TRK370835267,ExpressBees,2025-03-25
SHP007593,ORD007593,TRK770046445,BlueDart,2025-04-26
SHP007594,ORD007594,TRK844569034,BlueDart,2026-01-06
SHP007595,ORD007595,,,
SHP007596,ORD007596,TRK443936459,ExpressBees,2025-06-25
SHP007597,ORD007597,TRK267745641,FedEx,2025-12-01
SHP007598,ORD007598,TRK508732252,Delhivery,2025-03-15
SHP007599,ORD007599,TRK129720046,BlueDart,2025-01-25
SHP007600,ORD007600,,,
SHP007601,ORD007601,TRK460158630,Delhivery,2025-05-06
SHP007602,ORD007602,TRK855465908,Delhivery,2025-12-21
SHP007603,ORD007603,,,
SHP007604,ORD007604,TRK217337474,FedEx,2025-01-15
SHP007605,ORD007605,TRK894140935,ExpressBees,2025-10-24
SHP007606,ORD007606,,,
SHP007607,ORD007607,TRK895851939,Delhivery,2025-05-12
SHP007608,ORD007608,TRK638926103,ExpressBees,2025-12-22
SHP007609,ORD007609,,,
SHP007610,ORD007610,TRK496230544,ExpressBees,2025-02-06
SHP007611,ORD007611,TRK992588952,BlueDart,2025-08-08
SHP007612,ORD007612,TRK414863855,ExpressBees,2025-11-14
SHP007613,ORD007613,TRK887812574,BlueDart,2025-04-09
SHP007614,ORD007614,TRK893992560,BlueDart,2025-04-29
SHP007615,ORD007615,,,
SHP007616,ORD007616,TRK512842686,ExpressBees,2025-04-03
SHP007617,ORD007617,TRK396929861,BlueDart,2025-09-23
SHP007618,ORD007618,TRK200726507,BlueDart,2025-05-24
SHP007619,ORD007619,,,
SHP007620,ORD007620,TRK316833972,BlueDart,2025-03-15
SHP007621,ORD007621,TRK622116646,Delhivery,2025-04-22
SHP007622,ORD007622,TRK255980753,BlueDart,2025-06-04
SHP007623,ORD007623,,,
SHP007624,ORD007624,TRK975169595,Delhivery,2025-12-07
SHP007625,ORD007625,TRK922814877,Delhivery,2025-02-08
SHP007626,ORD007626,TRK700549075,Delhivery,2025-11-09
SHP007627,ORD007627,TRK215271668,Delhivery,2025-11-01
SHP007628,ORD007628,TRK213273630,Delhivery,2025-09-29
SHP007629,ORD007629,,,
SHP007630,ORD007630,TRK237032905,Delhivery,2025-11-10
SHP007631,ORD007631,,,
SHP007632,ORD007632,,,
SHP007633,ORD007633,TRK279826919,FedEx,2025-09-08
SHP007634,ORD007634,,,
SHP007635,ORD007635,TRK324295576,FedEx,2025-06-15
SHP007636,ORD007636,,,
SHP007637,ORD007637,TRK183416786,Delhivery,2025-06-21
SHP007638,ORD007638,,,
SHP007639,ORD007639,,,
SHP007640,ORD007640,,,
SHP007641,ORD007641,TRK425282155,Delhivery,2025-03-09
SHP007642,ORD007642,,,
SHP007643,ORD007643,,,
SHP007644,ORD007644,TRK381462611,ExpressBees,2025-08-18
SHP007645,ORD007645,,,
SHP007646,ORD007646,TRK699777466,FedEx,2025-08-13
SHP007647,ORD007647,,,
SHP007648,ORD007648,,,
SHP007649,ORD007649,TRK672552735,FedEx,2025-11-10
SHP007650,ORD007650,TRK535962297,Delhivery,2025-11-18
SHP007651,ORD007651,TRK345858740,ExpressBees,2025-02-08
SHP007652,ORD007652,TRK545949945,FedEx,2025-04-15
SHP007653,ORD007653,TRK554463679,ExpressBees,2025-10-12
SHP007654,ORD007654,TRK641377788,BlueDart,2025-04-27
SHP007655,ORD007655,TRK135605568,Delhivery,2025-03-08
SHP007656,ORD007656,TRK288146150,ExpressBees,2025-01-17
SHP007657,ORD007657,TRK753191656,ExpressBees,2025-01-05
SHP007658,ORD007658,TRK441047516,FedEx,2026-01-04
SHP007659,ORD007659,TRK494685269,BlueDart,2025-07-24
SHP007660,ORD007660,TRK387685958,Delhivery,2025-05-29
SHP007661,ORD007661,TRK684793433,BlueDart,2025-05-09
SHP007662,ORD007662,,,
SHP007663,ORD007663,TRK468756835,ExpressBees,2025-12-12
SHP007664,ORD007664,TRK911069612,Delhivery,2025-03-24
SHP007665,ORD007665,,,
SHP007666,ORD007666,TRK705179271,Delhivery,2026-02-04
SHP007667,ORD007667,,,
SHP007668,ORD007668,TRK855755326,FedEx,2025-08-12
SHP007669,ORD007669,TRK898111386,FedEx,2025-11-20
SHP007670,ORD007670,,,
SHP007671,ORD007671,TRK925989738,ExpressBees,2026-02-06
SHP007672,ORD007672,TRK779549693,Delhivery,2025-03-22
SHP007673,ORD007673,TRK740365314,Delhivery,2025-03-10
SHP007674,ORD007674,TRK580209608,Delhivery,2025-09-13
SHP007675,ORD007675,TRK453524274,ExpressBees,2025-08-20
SHP007676,ORD007676,TRK982333481,Delhivery,2025-08-29
SHP007677,ORD007677,,,
SHP007678,ORD007678,,,
SHP007679,ORD007679,TRK968372977,FedEx,2025-04-17
SHP007680,ORD007680,TRK297797269,FedEx,2025-02-11
SHP007681,ORD007681,,,
SHP007682,ORD007682,,,
SHP007683,ORD007683,,,
SHP007684,ORD007684,TRK542331632,Delhivery,2025-12-28
SHP007685,ORD007685,TRK472238952,ExpressBees,2025-01-21
SHP007686,ORD007686,,,
SHP007687,ORD007687,TRK965208915,BlueDart,2025-07-28
SHP007688,ORD007688,TRK919223635,ExpressBees,2025-06-03
SHP007689,ORD007689,TRK625086023,BlueDart,2026-01-12
SHP007690,ORD007690,TRK140833451,ExpressBees,2025-09-03
SHP007691,ORD007691,TRK983975238,Delhivery,2025-01-18
SHP007692,ORD007692,TRK160956979,BlueDart,2025-08-16
SHP007693,ORD007693,,,
SHP007694,ORD007694,,,
SHP007695,ORD007695,,,
SHP007696,ORD007696,,,
SHP007697,ORD007697,,,
SHP007698,ORD007698,,,
SHP007699,ORD007699,TRK471891452,BlueDart,2025-07-14
SHP007700,ORD007700,TRK540786093,FedEx,2025-01-19
SHP007701,ORD007701,TRK249800422,BlueDart,2025-06-22
SHP007702,ORD007702,TRK662410962,FedEx,2025-11-13
SHP007703,ORD007703,,,
SHP007704,ORD007704,,,
SHP007705,ORD007705,TRK851303383,BlueDart,2025-11-17
SHP007706,ORD007706,TRK411047992,ExpressBees,2025-09-17
SHP007707,ORD007707,TRK404677291,BlueDart,2025-06-06
SHP007708,ORD007708,TRK307075063,BlueDart,2025-03-14
SHP007709,ORD007709,,,
SHP007710,ORD007710,TRK939300243,BlueDart,2025-05-31
SHP007711,ORD007711,TRK958450570,ExpressBees,2025-02-14
SHP007712,ORD007712,,,
SHP007713,ORD007713,,,
SHP007714,ORD007714,TRK256788791,FedEx,2025-11-25
SHP007715,ORD007715,TRK767569745,Delhivery,2025-09-03
SHP007716,ORD007716,,,
SHP007717,ORD007717,TRK788820110,FedEx,2025-06-04
SHP007718,ORD007718,TRK134928025,FedEx,2026-01-11
SHP007719,ORD007719,TRK862992633,BlueDart,2025-01-29
SHP007720,ORD007720,TRK681102632,FedEx,2025-03-12
SHP007721,ORD007721,,,
SHP007722,ORD007722,TRK194575363,Delhivery,2025-05-22
SHP007723,ORD007723,,,
SHP007724,ORD007724,TRK858259808,Delhivery,2025-12-14
SHP007725,ORD007725,,,
SHP007726,ORD007726,TRK200042890,BlueDart,2025-08-13
SHP007727,ORD007727,TRK557512306,Delhivery,2025-09-02
SHP007728,ORD007728,TRK146588856,Delhivery,2026-02-07
SHP007729,ORD007729,TRK865644495,FedEx,2026-01-26
SHP007730,ORD007730,,,
SHP007731,ORD007731,,,
SHP007732,ORD007732,TRK996010857,Delhivery,2025-03-29
SHP007733,ORD007733,TRK739302638,FedEx,2025-08-10
SHP007734,ORD007734,TRK541306407,Delhivery,2025-08-23
SHP007735,ORD007735,TRK291132381,FedEx,2025-08-07
SHP007736,ORD007736,TRK760228970,FedEx,2025-03-13
SHP007737,ORD007737,TRK836141814,BlueDart,2025-07-13
SHP007738,ORD007738,TRK364306993,BlueDart,2025-10-22
SHP007739,ORD007739,,,
SHP007740,ORD007740,TRK707081805,FedEx,2025-08-10
SHP007741,ORD007741,,,
SHP007742,ORD007742,TRK877381532,Delhivery,2025-01-09
SHP007743,ORD007743,TRK450606921,BlueDart,2025-01-24
SHP007744,ORD007744,TRK881692052,BlueDart,2025-05-09
SHP007745,ORD007745,,,
SHP007746,ORD007746,,,
SHP007747,ORD007747,TRK941115840,ExpressBees,2025-04-10
SHP007748,ORD007748,TRK903535673,FedEx,2025-09-19
SHP007749,ORD007749,TRK784475523,ExpressBees,2025-12-08
SHP007750,ORD007750,TRK565610580,BlueDart,2025-07-04
SHP007751,ORD007751,,,
SHP007752,ORD007752,,,
SHP007753,ORD007753,,,
SHP007754,ORD007754,TRK198196793,FedEx,2025-08-02
SHP007755,ORD007755,TRK309117860,ExpressBees,2026-01-11
SHP007756,ORD007756,TRK510293543,ExpressBees,2025-02-08
SHP007757,ORD007757,TRK199922889,Delhivery,2025-05-28
SHP007758,ORD007758,TRK448166425,Delhivery,2025-10-24
SHP007759,ORD007759,TRK951418623,FedEx,2025-08-21
SHP007760,ORD007760,TRK209812621,ExpressBees,2025-05-20
SHP007761,ORD007761,TRK109057932,ExpressBees,2025-06-13
SHP007762,ORD007762,TRK925119242,FedEx,2025-11-04
SHP007763,ORD007763,TRK107749329,Delhivery,2025-09-09
SHP007764,ORD007764,,,
SHP007765,ORD007765,,,
SHP007766,ORD007766,,,
SHP007767,ORD007767,,,
SHP007768,ORD007768,TRK318611256,ExpressBees,2025-09-26
SHP007769,ORD007769,TRK632229799,Delhivery,2025-04-24
SHP007770,ORD007770,,,
SHP007771,ORD007771,TRK376920105,ExpressBees,2025-12-27
SHP007772,ORD007772,TRK773894274,BlueDart,2026-02-01
SHP007773,ORD007773,TRK781615678,BlueDart,2025-10-22
SHP007774,ORD007774,,,
SHP007775,ORD007775,TRK713945535,Delhivery,2025-09-08
SHP007776,ORD007776,,,
SHP007777,ORD007777,TRK836602680,ExpressBees,2025-10-24
SHP007778,ORD007778,,,
SHP007779,ORD007779,TRK259259239,ExpressBees,2025-12-30
SHP007780,ORD007780,TRK233228806,Delhivery,2025-05-24
SHP007781,ORD007781,,,
SHP007782,ORD007782,,,
SHP007783,ORD007783,TRK957140404,BlueDart,2025-05-13
SHP007784,ORD007784,,,
SHP007785,ORD007785,,,
SHP007786,ORD007786,TRK261220258,BlueDart,2025-09-18
SHP007787,ORD007787,TRK109649777,FedEx,2025-08-10
SHP007788,ORD007788,TRK765237337,FedEx,2025-01-21
SHP007789,ORD007789,TRK550334135,ExpressBees,2025-11-01
SHP007790,ORD007790,TRK760225270,ExpressBees,2026-01-15
SHP007791,ORD007791,TRK650380094,FedEx,2025-11-15
SHP007792,ORD007792,TRK936000008,Delhivery,2025-06-13
SHP007793,ORD007793,TRK514811594,FedEx,2025-06-11
SHP007794,ORD007794,TRK139070130,FedEx,2025-01-11
SHP007795,ORD007795,TRK152794235,FedEx,2025-05-27
SHP007796,ORD007796,,,
SHP007797,ORD007797,,,
SHP007798,ORD007798,TRK844752598,Delhivery,2025-12-06
SHP007799,ORD007799,TRK869173425,Delhivery,2025-04-19
SHP007800,ORD007800,TRK632716300,BlueDart,2025-03-16
SHP007801,ORD007801,TRK601189498,Delhivery,2025-08-05
SHP007802,ORD007802,,,
SHP007803,ORD007803,,,
SHP007804,ORD007804,TRK834714206,Delhivery,2025-06-03
SHP007805,ORD007805,,,
SHP007806,ORD007806,,,
SHP007807,ORD007807,TRK452089961,FedEx,2025-03-10
SHP007808,ORD007808,TRK580227895,FedEx,2026-01-20
SHP007809,ORD007809,TRK200116259,BlueDart,2025-04-27
SHP007810,ORD007810,,,
SHP007811,ORD007811,,,
SHP007812,ORD007812,TRK488497870,Delhivery,2025-07-18
SHP007813,ORD007813,TRK488813829,ExpressBees,2025-02-24
SHP007814,ORD007814,TRK944147205,ExpressBees,2025-03-09
SHP007815,ORD007815,TRK454941205,BlueDart,2025-02-22
SHP007816,ORD007816,,,
SHP007817,ORD007817,TRK514179431,ExpressBees,2026-01-04
SHP007818,ORD007818,,,
SHP007819,ORD007819,TRK248447358,Delhivery,2025-10-30
SHP007820,ORD007820,TRK841167439,ExpressBees,2025-12-29
SHP007821,ORD007821,TRK302310497,Delhivery,2025-10-02
SHP007822,ORD007822,,,
SHP007823,ORD007823,,,
SHP007824,ORD007824,TRK717633697,ExpressBees,2025-12-08
SHP007825,ORD007825,TRK834206913,Delhivery,2025-02-25
SHP007826,ORD007826,TRK404900522,BlueDart,2025-06-21
SHP007827,ORD007827,TRK633359015,Delhivery,2025-11-13
SHP007828,ORD007828,TRK546725063,ExpressBees,2025-05-31
SHP007829,ORD007829,,,
SHP007830,ORD007830,,,
SHP007831,ORD007831,TRK431445135,BlueDart,2025-04-30
SHP007832,ORD007832,TRK538667981,ExpressBees,2025-05-11
SHP007833,ORD007833,TRK855857183,ExpressBees,2025-01-10
SHP007834,ORD007834,,,
SHP007835,ORD007835,,,
SHP007836,ORD007836,TRK762148489,BlueDart,2025-02-10
SHP007837,ORD007837,TRK167593093,Delhivery,2025-04-07
SHP007838,ORD007838,TRK890999656,Delhivery,2025-12-19
SHP007839,ORD007839,TRK402802725,ExpressBees,2025-08-22
SHP007840,ORD007840,TRK996298925,Delhivery,2025-08-14
SHP007841,ORD007841,,,
SHP007842,ORD007842,,,
SHP007843,ORD007843,TRK462040097,BlueDart,2025-03-27
SHP007844,ORD007844,,,
SHP007845,ORD007845,,,
SHP007846,ORD007846,,,
SHP007847,ORD007847,TRK590236519,ExpressBees,2025-10-01
SHP007848,ORD007848,,,
SHP007849,ORD007849,TRK647854431,FedEx,2025-06-06
SHP007850,ORD007850,,,
SHP007851,ORD007851,TRK953939985,BlueDart,2025-06-06
SHP007852,ORD007852,TRK501653309,BlueDart,2025-04-02
SHP007853,ORD007853,,,
SHP007854,ORD007854,TRK765063430,Delhivery,2025-03-26
SHP007855,ORD007855,TRK990794372,FedEx,2025-06-25
SHP007856,ORD007856,TRK850752205,BlueDart,2025-07-26
SHP007857,ORD007857,,,
SHP007858,ORD007858,,,
SHP007859,ORD007859,,,
SHP007860,ORD007860,,,
SHP007861,ORD007861,TRK812512343,FedEx,2025-12-25
SHP007862,ORD007862,TRK885511136,BlueDart,2025-09-11
SHP007863,ORD007863,TRK107381273,Delhivery,2025-02-03
SHP007864,ORD007864,TRK722292802,FedEx,2025-09-21
SHP007865,ORD007865,TRK461073833,BlueDart,2026-02-02
SHP007866,ORD007866,TRK228955701,ExpressBees,2025-09-15
SHP007867,ORD007867,TRK746754014,ExpressBees,2025-09-29
SHP007868,ORD007868,TRK880004395,BlueDart,2025-03-15
SHP007869,ORD007869,,,
SHP007870,ORD007870,TRK691392494,ExpressBees,2025-04-16
SHP007871,ORD007871,,,
SHP007872,ORD007872,TRK131079189,BlueDart,2025-09-29
SHP007873,ORD007873,TRK729680545,Delhivery,2025-11-29
SHP007874,ORD007874,TRK435937651,ExpressBees,2025-10-10
SHP007875,ORD007875,TRK740484706,ExpressBees,2025-12-02
SHP007876,ORD007876,TRK764653848,ExpressBees,2025-09-08
SHP007877,ORD007877,TRK929747253,Delhivery,2025-01-31
SHP007878,ORD007878,TRK165623709,ExpressBees,2025-06-20
SHP007879,ORD007879,TRK484682159,FedEx,2025-12-05
SHP007880,ORD007880,,,
SHP007881,ORD007881,,,
SHP007882,ORD007882,TRK503834163,BlueDart,2025-02-05
SHP007883,ORD007883,,,
SHP007884,ORD007884,TRK118996624,FedEx,2025-09-26
SHP007885,ORD007885,,,
SHP007886,ORD007886,TRK331070570,ExpressBees,2025-07-17
SHP007887,ORD007887,TRK981997473,BlueDart,2025-12-25
SHP007888,ORD007888,,,
SHP007889,ORD007889,TRK237610671,FedEx,2026-01-12
SHP007890,ORD007890,,,
